x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y
0.21238938053097348,0.30821917808219174,0.0,0.07534246575342467,0.29716193656093487,0.15492957746478872,0.13780918727915195,0.49118942731277465,0.4488188976377953,0.16167664670658682,0.15384615384615385,1
0.14159292035398233,0.23287671232876714,0.29,0.08219178082191782,0.10350584307178631,0.43661971830985913,0.3250883392226148,0.4192364170337744,0.46456692913385833,0.17365269461077845,0.21538461538461545,1
0.24778761061946908,0.2808219178082192,0.12,0.0684931506849315,0.25542570951585974,0.04225352112676056,0.02120141342756184,0.510279001468431,0.4094488188976376,0.31736526946107785,0.12307692307692292,0
0.12389380530973454,0.2602739726027397,0.0,0.034246575342465745,0.07512520868113523,0.19718309859154928,0.0706713780918728,0.3237885462555093,0.48818897637795267,0.0718562874251497,0.16923076923076918,0
0.27433628318584075,0.2123287671232877,0.25,0.11643835616438358,0.1018363939899833,0.39436619718309857,0.20141342756183744,0.4464023494860492,0.4960629921259843,0.1497005988023952,0.32307692307692304,0
0.24778761061946908,0.3287671232876712,0.26,0.4383561643835616,0.0968280467445743,0.49295774647887325,0.40636042402826855,0.5969162995594707,0.4960629921259843,0.09580838323353293,0.15384615384615385,1
0.3982300884955752,0.27397260273972607,0.33,0.027397260273972605,0.0968280467445743,0.11267605633802817,0.08480565371024736,0.5675477239353917,0.39370078740157494,0.16167664670658682,0.13846153846153852,0
0.30973451327433627,0.5136986301369864,0.0,0.08904109589041098,0.12020033388981638,0.1267605633802817,0.08833922261484099,0.4765051395007351,0.40157480314960625,0.10179640718562874,0.21538461538461545,0
0.495575221238938,0.0821917808219178,0.49,0.10273972602739727,0.10517529215358933,0.1267605633802817,0.07773851590106007,0.5675477239353917,0.3149606299212599,0.16766467065868262,0.3076923076923077,0
0.4336283185840708,0.4212328767123288,0.1,0.08219178082191782,0.11185308848080135,0.07042253521126761,0.08833922261484099,0.6262848751835579,0.38582677165354323,0.13772455089820362,0.26153846153846144,0
0.4778761061946903,0.19863013698630136,0.45,0.363013698630137,0.09849749582637729,0.07042253521126761,0.028268551236749116,0.510279001468431,0.37007874015748027,0.09580838323353293,0.5230769230769231,1
0.22123893805309733,0.3219178082191781,0.02,0.0958904109589041,0.11686143572621037,0.323943661971831,0.31095406360424027,0.5411160058737156,0.637795275590551,0.11976047904191618,0.19999999999999984,1
0.168141592920354,0.15068493150684933,0.27,0.13013698630136986,0.0918196994991653,0.09859154929577464,0.13427561837455831,0.27679882525697136,0.37007874015748027,0.13772455089820362,0.5538461538461538,1
0.23008849557522126,0.15068493150684933,0.21,0.10958904109589042,0.10517529215358933,0.5633802816901409,0.21908127208480566,0.42511013215858856,0.4960629921259843,0.125748502994012,0.26153846153846144,1
0.5840707964601769,0.2602739726027397,0.74,0.2910958904109589,0.14691151919866446,0.056338028169014086,0.038869257950530034,0.6997063142437637,0.3779527559055119,0.17365269461077845,0.4307692307692306,1
0.2654867256637168,0.2534246575342466,0.33,0.0684931506849315,0.10350584307178631,0.36619718309859156,0.2791519434628975,0.513215859030834,0.5275590551181104,0.1497005988023952,0.09230769230769226,0
0.22123893805309733,0.13013698630136986,0.3,0.08904109589041098,0.0684474123539232,0.49295774647887325,0.4275618374558304,0.4720998531571265,0.15748031496062975,0.7724550898203594,0.16923076923076918,0
0.23008849557522126,0.2465753424657534,0.07,0.3150684931506849,0.1285475792988314,0.1267605633802817,0.04240282685512368,0.4970631424375888,0.4960629921259843,0.20958083832335334,0.4307692307692306,0
0.6991150442477876,0.10958904109589043,0.54,0.0958904109589041,0.11686143572621037,0.15492957746478872,0.0812720848056537,0.7070484581497836,0.29133858267716517,0.6167664670658684,0.21538461538461545,1
0.5929203539823009,0.17123287671232876,0.41,0.0958904109589041,0.12687813021702837,0.07042253521126761,0.0353356890459364,0.6409691629955975,0.27559055118110215,0.28143712574850305,0.13846153846153852,1
0.3716814159292036,0.1232876712328767,0.38,0.0958904109589041,0.08013355592654424,0.2535211267605634,0.2332155477031802,0.3935389133627052,0.5118110236220473,0.2335329341317365,0.5230769230769231,0
0.23008849557522126,0.30821917808219174,0.05,0.0958904109589041,0.11519198664440736,0.2112676056338028,0.10600706713780919,0.4089574155653435,0.5039370078740156,0.16167664670658682,0.2923076923076924,1
0.3628318584070796,0.39041095890410954,0.0,0.15753424657534248,0.12020033388981638,0.16901408450704225,0.09540636042402827,0.6703377386196766,0.48818897637795267,0.0718562874251497,0.15384615384615385,1
0.3008849557522124,0.3424657534246575,0.35,0.13013698630136986,0.12353923205342236,0.38028169014084506,0.1625441696113074,0.5088105726872254,0.4488188976377953,0.17365269461077845,0.3692307692307693,0
